source_standard_node_id,source_srandard_node_id,source_node_id,source,predicate,target_standard_node_id,target_srandard_node_id,target_node_id,target,provenance
IARC_Fuel_oils_distillate_light,IARC_Fuel_oils_distillate_light,IARC_Fuel_oils_distillate_light,IARC_Fuel_oils_distillate_light,HAS_AGENT_CLASS,Mixture,Mixture,Mixture,Mixture,carcinogen_class_source:iarc_entity_type
IARC_Fuel_oils_distillate_light,IARC_Fuel_oils_distillate_light,IARC_Fuel_oils_distillate_light,IARC_Fuel_oils_distillate_light,HAS_ENTITY_TYPE,Mixture,Mixture,Mixture,Mixture,IARC_entity_type_rules
IARC_Fuel_oils_residual_heavy,IARC_Fuel_oils_residual_heavy,IARC_Fuel_oils_residual_heavy,IARC_Fuel_oils_residual_heavy,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Fuel_oils_residual_heavy,IARC_Fuel_oils_residual_heavy,IARC_Fuel_oils_residual_heavy,IARC_Fuel_oils_residual_heavy,HAS_AGENT_CLASS,Mixture,Mixture,Mixture,Mixture,carcinogen_class_source:iarc_entity_type
IARC_Fuel_oils_residual_heavy,IARC_Fuel_oils_residual_heavy,IARC_Fuel_oils_residual_heavy,IARC_Fuel_oils_residual_heavy,HAS_ENTITY_TYPE,Mixture,Mixture,Mixture,Mixture,IARC_entity_type_rules
IARC_Furan,IARC_Furan,IARC_Furan,IARC_Furan,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Furan,IARC_Furan,IARC_Furan,IARC_Furan,HAS_AGENT_CLASS,Heteroaromatic compounds,Heteroaromatic compounds,Heteroaromatic compounds,Heteroaromatic compounds,carcinogen_class_source:chemont_class
IARC_Furan,IARC_Furan,IARC_Furan,IARC_Furan,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_Furan,IARC_Furan,IARC_Furan,IARC_Furan,SAME_AS,PubChem:8029,PubChem:8029,PubChem:8029,PubChem:8029,PubChem PUG-REST
IARC_Furan,IARC_Furan,IARC_Furan,IARC_Furan,HAS_CHEMONT_CLASS,Heteroaromatic compounds,Heteroaromatic compounds,Heteroaromatic compounds,Heteroaromatic compounds,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0004144
IARC_Furan,IARC_Furan,IARC_Furan,IARC_Furan,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/YLQBMQCUIZJEEH-UHFFFAOYSA-N.json
IARC_Furan,IARC_Furan,IARC_Furan,IARC_Furan,HAS_CHEMONT_DIRECT_PARENT,Heteroaromatic compounds,Heteroaromatic compounds,Heteroaromatic compounds,Heteroaromatic compounds,http://classyfire.wishartlab.com/entities/YLQBMQCUIZJEEH-UHFFFAOYSA-N.json
IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,HAS_AGENT_CLASS,Nitrofurans,Nitrofurans,Nitrofurans,Nitrofurans,carcinogen_class_source:chemont_class
IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,SAME_AS,PubChem:5323714,PubChem:5323714,PubChem:5323714,PubChem:5323714,PubChem PUG-REST
IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,HAS_CHEMONT_CLASS,Furans,Furans,Furans,Furans,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000076
IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/PLHJDBGFXBMTGZ-WEVVVXLNSA-N.json
IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,HAS_CHEMONT_DIRECT_PARENT,Nitrofurans,Nitrofurans,Nitrofurans,Nitrofurans,http://classyfire.wishartlab.com/entities/PLHJDBGFXBMTGZ-WEVVVXLNSA-N.json
IARC_Furfural,IARC_Furfural,IARC_Furfural,IARC_Furfural,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Furfural,IARC_Furfural,IARC_Furfural,IARC_Furfural,HAS_AGENT_CLASS,Aldehyde,Aldehyde,Aldehyde,Aldehyde,carcinogen_class_source:rules
IARC_Furfural,IARC_Furfural,IARC_Furfural,IARC_Furfural,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_Furfural,IARC_Furfural,IARC_Furfural,IARC_Furfural,SAME_AS,PubChem:7362,PubChem:7362,PubChem:7362,PubChem:7362,PubChem PUG-REST
IARC_Furfural,IARC_Furfural,IARC_Furfural,IARC_Furfural,HAS_CHEMONT_CLASS,Organooxygen compounds,Organooxygen compounds,Organooxygen compounds,Organooxygen compounds,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000323
IARC_Furfural,IARC_Furfural,IARC_Furfural,IARC_Furfural,HAS_CHEMONT_SUPERCLASS,Organic oxygen compounds,Organic oxygen compounds,Organic oxygen compounds,Organic oxygen compounds,http://classyfire.wishartlab.com/entities/HYBBIBNJHNGZAN-UHFFFAOYSA-N.json
IARC_Furfural,IARC_Furfural,IARC_Furfural,IARC_Furfural,HAS_CHEMONT_DIRECT_PARENT,Aryl-aldehydes,Aryl-aldehydes,Aryl-aldehydes,Aryl-aldehydes,http://classyfire.wishartlab.com/entities/HYBBIBNJHNGZAN-UHFFFAOYSA-N.json
IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,HAS_AGENT_CLASS,Alcohol,Alcohol,Alcohol,Alcohol,carcinogen_class_source:classyfire
IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,HAS_ENTITY_TYPE,Chemical,Chemical,Chemical,Chemical,IARC_entity_type_rules
IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,SAME_AS,PubChem:7361,PubChem:7361,PubChem:7361,PubChem:7361,PubChem PUG-REST
IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,HAS_CHEMONT_CLASS,Heteroaromatic compounds,Heteroaromatic compounds,Heteroaromatic compounds,Heteroaromatic compounds,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0004144
IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/XPFVYQJUAUNWIW-UHFFFAOYSA-N.json
IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,HAS_CHEMONT_DIRECT_PARENT,Heteroaromatic compounds,Heteroaromatic compounds,Heteroaromatic compounds,Heteroaromatic compounds,http://classyfire.wishartlab.com/entities/XPFVYQJUAUNWIW-UHFFFAOYSA-N.json
IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,HAS_AGENT_CLASS,Aromatic_Amine,Aromatic_Amine,Aromatic_Amine,Aromatic_Amine,carcinogen_class_source:classyfire
IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,SAME_AS,PubChem:3440,PubChem:3440,PubChem:3440,PubChem:3440,PubChem PUG-REST
IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,HAS_CHEMONT_CLASS,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0002279
IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/ZZUFCTLCJUWOSV-UHFFFAOYSA-N.json
IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,HAS_CHEMONT_DIRECT_PARENT,Aminobenzenesulfonamides,Aminobenzenesulfonamides,Aminobenzenesulfonamides,Aminobenzenesulfonamides,http://classyfire.wishartlab.com/entities/ZZUFCTLCJUWOSV-UHFFFAOYSA-N.json
IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,HAS_AGENT_CLASS,Exposure,Exposure,Exposure,Exposure,carcinogen_class_source:iarc_entity_type
IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,HAS_ENTITY_TYPE,Exposure,Exposure,Exposure,Exposure,IARC_entity_type_rules
IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,HAS_AGENT_CLASS,Phenol ethers,Phenol ethers,Phenol ethers,Phenol ethers,carcinogen_class_source:chemont_class
IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,SAME_AS,PubChem:3463,PubChem:3463,PubChem:3463,PubChem:3463,PubChem PUG-REST
IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,HAS_CHEMONT_CLASS,Phenol ethers,Phenol ethers,Phenol ethers,Phenol ethers,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0002341
IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/HEMJJKBWTPKOJG-UHFFFAOYSA-N.json
IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,HAS_CHEMONT_DIRECT_PARENT,Phenol ethers,Phenol ethers,Phenol ethers,Phenol ethers,http://classyfire.wishartlab.com/entities/HEMJJKBWTPKOJG-UHFFFAOYSA-N.json
IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,HAS_AGENT_CLASS,Aromatic_Amine,Aromatic_Amine,Aromatic_Amine,Aromatic_Amine,carcinogen_class_source:classyfire
IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,SAME_AS,PubChem:11057,PubChem:11057,PubChem:11057,PubChem:11057,PubChem PUG-REST
IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,HAS_CHEMONT_CLASS,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzene and substituted derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0002279
IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,HAS_CHEMONT_SUPERCLASS,Benzenoids,Benzenoids,Benzenoids,Benzenoids,http://classyfire.wishartlab.com/entities/ZXJXZNDDNMQXFV-UHFFFAOYSA-M.json
IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,HAS_CHEMONT_DIRECT_PARENT,Diphenylmethanes,Diphenylmethanes,Diphenylmethanes,Diphenylmethanes,http://classyfire.wishartlab.com/entities/ZXJXZNDDNMQXFV-UHFFFAOYSA-M.json
IARC_Glass_filament_continuous,IARC_Glass_filament_continuous,IARC_Glass_filament_continuous,IARC_Glass_filament_continuous,HAS_IARC_CLASS,Group 3,Group 3,Group 3,Group 3,https://monographs.iarc.who.int/list-of-classifications
IARC_Glass_filament_continuous,IARC_Glass_filament_continuous,IARC_Glass_filament_continuous,IARC_Glass_filament_continuous,HAS_AGENT_CLASS,Unknown,Unknown,Unknown,Unknown,carcinogen_class_source:unknown
IARC_Glass_filament_continuous,IARC_Glass_filament_continuous,IARC_Glass_filament_continuous,IARC_Glass_filament_continuous,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,HAS_AGENT_CLASS,HCA,HCA,HCA,HCA,carcinogen_class_source:classyfire
IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,SAME_AS,PubChem:49971,PubChem:49971,PubChem:49971,PubChem:49971,PubChem PUG-REST
IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,HAS_CHEMONT_CLASS,Imidazopyridines,Imidazopyridines,Imidazopyridines,Imidazopyridines,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000328
IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/AYLURHVFAYRSHT-UHFFFAOYSA-N.json
IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,HAS_CHEMONT_DIRECT_PARENT,Imidazopyridines,Imidazopyridines,Imidazopyridines,Imidazopyridines,http://classyfire.wishartlab.com/entities/AYLURHVFAYRSHT-UHFFFAOYSA-N.json
IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,HAS_AGENT_CLASS,HCA,HCA,HCA,HCA,carcinogen_class_source:classyfire
IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,SAME_AS,PubChem:49970,PubChem:49970,PubChem:49970,PubChem:49970,PubChem PUG-REST
IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,HAS_CHEMONT_CLASS,Imidazopyridines,Imidazopyridines,Imidazopyridines,Imidazopyridines,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000328
IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/BUXVIXBGMQXWGT-UHFFFAOYSA-N.json
IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,HAS_CHEMONT_DIRECT_PARENT,Imidazopyridines,Imidazopyridines,Imidazopyridines,Imidazopyridines,http://classyfire.wishartlab.com/entities/BUXVIXBGMQXWGT-UHFFFAOYSA-N.json
IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,HAS_IARC_CLASS,Group 2B,Group 2B,Group 2B,Group 2B,https://monographs.iarc.who.int/list-of-classifications
IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,HAS_AGENT_CLASS,Aldehyde,Aldehyde,Aldehyde,Aldehyde,carcinogen_class_source:rules
IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,SAME_AS,PubChem:13002,PubChem:13002,PubChem:13002,PubChem:13002,PubChem PUG-REST
IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,HAS_CHEMONT_CLASS,Epoxides,Epoxides,Epoxides,Epoxides,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000159
IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/IWYRWIUNAVNFPE-UHFFFAOYSA-N.json
IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,HAS_CHEMONT_DIRECT_PARENT,Epoxides,Epoxides,Epoxides,Epoxides,http://classyfire.wishartlab.com/entities/IWYRWIUNAVNFPE-UHFFFAOYSA-N.json
IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,HAS_IARC_CLASS,Group 2A,Group 2A,Group 2A,Group 2A,https://monographs.iarc.who.int/list-of-classifications
IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,HAS_AGENT_CLASS,Alkylating,Alkylating,Alkylating,Alkylating,carcinogen_class_source:classyfire
IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,SAME_AS,PubChem:11164,PubChem:11164,PubChem:11164,PubChem:11164,PubChem PUG-REST
IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,HAS_CHEMONT_CLASS,Epoxides,Epoxides,Epoxides,Epoxides,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000159
IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,HAS_CHEMONT_SUPERCLASS,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,Organoheterocyclic compounds,http://classyfire.wishartlab.com/entities/CTKINSOISVBQLD-UHFFFAOYSA-N.json
IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,HAS_CHEMONT_DIRECT_PARENT,Epoxides,Epoxides,Epoxides,Epoxides,http://classyfire.wishartlab.com/entities/CTKINSOISVBQLD-UHFFFAOYSA-N.json
IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,HAS_IARC_CLASS,Group 2A,Group 2A,Group 2A,Group 2A,https://monographs.iarc.who.int/list-of-classifications
IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,HAS_AGENT_CLASS,Alkylating,Alkylating,Alkylating,Alkylating,carcinogen_class_source:classyfire
IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,HAS_ENTITY_TYPE,Unknown,Unknown,Unknown,Unknown,IARC_entity_type_rules
IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,SAME_AS,PubChem:7837,PubChem:7837,PubChem:7837,PubChem:7837,PubChem PUG-REST
IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,HAS_CHEMONT_CLASS,Carboxylic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids and derivatives,http://classyfire.wishartlab.com/tax_nodes/CHEMONTID:0000265
