standard_node_id,srandard_node_id,node_id,node_label,node_type,id,label,type,agent_entity_type,norm_carcinogen_class,carcinogen_class_normalized,carcinogen_class_source,class,class_source,chemont_class,chemont_superclass,chemont_kingdom,iarc_group,pubchem_cid,inchikey,casrn
IARC_Dulcin,IARC_Dulcin,IARC_Dulcin,Dulcin,Carcinogen,IARC_Dulcin,Dulcin,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,9013,GGLIEWRLXDLBBF-UHFFFAOYSA-N,150-69-6
IARC_Electric_fields_extremely_low_frequency,IARC_Electric_fields_extremely_low_frequency,IARC_Electric_fields_extremely_low_frequency,"Electric fields, extremely low-frequency",Carcinogen,IARC_Electric_fields_extremely_low_frequency,"Electric fields, extremely low-frequency",Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,
IARC_Electric_fields_static,IARC_Electric_fields_static,IARC_Electric_fields_static,"Electric fields, static",Carcinogen,IARC_Electric_fields_static,"Electric fields, static",Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,
IARC_Endrin,IARC_Endrin,IARC_Endrin,Endrin,Carcinogen,IARC_Endrin,Endrin,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Prenol lipids,Lipids and lipid-like molecules,Organic compounds,Group 3,12358480,DFBKLUNHFCTMDC-GKRDHZSOSA-N,72-20-8
IARC_Engine_exhaust_diesel,IARC_Engine_exhaust_diesel,IARC_Engine_exhaust_diesel,"Engine exhaust, diesel",Carcinogen,IARC_Engine_exhaust_diesel,"Engine exhaust, diesel",Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 1,,,
IARC_Engine_exhaust_gasoline,IARC_Engine_exhaust_gasoline,IARC_Engine_exhaust_gasoline,"Engine exhaust, gasoline",Carcinogen,IARC_Engine_exhaust_gasoline,"Engine exhaust, gasoline",Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 2B,,,
IARC_Eosin,IARC_Eosin,IARC_Eosin,Eosin,Carcinogen,IARC_Eosin,Eosin,Carcinogen,Unknown,Xanthenes,Xanthenes,chemont_class,Xanthenes,chemont_class,Benzopyrans,Organoheterocyclic compounds,Organic compounds,Group 3,11048,SEACYXSIPDVVMV-UHFFFAOYSA-L,17372-87-1
IARC_Epichlorohydrin,IARC_Epichlorohydrin,IARC_Epichlorohydrin,Epichlorohydrin,Carcinogen,IARC_Epichlorohydrin,Epichlorohydrin,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Epoxides,Organoheterocyclic compounds,Organic compounds,Group 2A,7835,BRLQWZUYTZBJKN-UHFFFAOYSA-N,106-89-8
IARC_Epstein_Barr_virus,IARC_Epstein_Barr_virus,IARC_Epstein_Barr_virus,Epstein-Barr virus,Carcinogen,IARC_Epstein_Barr_virus,Epstein-Barr virus,Carcinogen,BiologicalAgent,BiologicalAgent,BiologicalAgent,iarc_entity_type,BiologicalAgent,iarc_entity_type,,,,Group 1,,,
IARC_Erionite,IARC_Erionite,IARC_Erionite,Erionite,Carcinogen,IARC_Erionite,Erionite,Carcinogen,Unknown,Heavy_Metal,Heavy_Metal,classyfire,Heavy_Metal,classyfire,Post-transition metal oxoanionic compounds,Mixed metal/non-metal compounds,Inorganic compounds,Group 1,61565,AQTSNQQRPNNYRB-UHFFFAOYSA-N,12510-42-8
IARC_Estazolam,IARC_Estazolam,IARC_Estazolam,Estazolam,Carcinogen,IARC_Estazolam,Estazolam,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Benzodiazepines,Organoheterocyclic compounds,Organic compounds,Group 3,3261,CDCHDCWJMGXXRH-UHFFFAOYSA-N,29975-16-4
IARC_Estrogen_therapy_postmenopausal,IARC_Estrogen_therapy_postmenopausal,IARC_Estrogen_therapy_postmenopausal,"Estrogen therapy, postmenopausal",Carcinogen,IARC_Estrogen_therapy_postmenopausal,"Estrogen therapy, postmenopausal",Carcinogen,Drug,Estrogen,Estrogen,rules,Estrogen,rules,,,,Group 1,,,
IARC_Estrogen_progestogen_menopausal_therapy_combined,IARC_Estrogen_progestogen_menopausal_therapy_combined,IARC_Estrogen_progestogen_menopausal_therapy_combined,Estrogen-progestogen menopausal therapy (combined),Carcinogen,IARC_Estrogen_progestogen_menopausal_therapy_combined,Estrogen-progestogen menopausal therapy (combined),Carcinogen,Drug,Estrogen,Estrogen,rules,Estrogen,rules,,,,Group 1,,,
IARC_Estrogen_progestogen_oral_contraceptives_combined,IARC_Estrogen_progestogen_oral_contraceptives_combined,IARC_Estrogen_progestogen_oral_contraceptives_combined,Estrogen-progestogen oral contraceptives (combined),Carcinogen,IARC_Estrogen_progestogen_oral_contraceptives_combined,Estrogen-progestogen oral contraceptives (combined),Carcinogen,Unknown,Estrogen,Estrogen,rules,Estrogen,rules,,,,Group 1,,,
IARC_Ethanol_in_alcoholic_beverages,IARC_Ethanol_in_alcoholic_beverages,IARC_Ethanol_in_alcoholic_beverages,Ethanol in alcoholic beverages,Carcinogen,IARC_Ethanol_in_alcoholic_beverages,Ethanol in alcoholic beverages,Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 1,,,
IARC_Ethionamide,IARC_Ethionamide,IARC_Ethionamide,Ethionamide,Carcinogen,IARC_Ethionamide,Ethionamide,Carcinogen,Unknown,Pyridines and derivatives,Pyridines and derivatives,chemont_class,Pyridines and derivatives,chemont_class,Pyridines and derivatives,Organoheterocyclic compounds,Organic compounds,Group 3,2761171,AEOCXXJPGCBFJA-UHFFFAOYSA-N,536-33-4
IARC_Ethyl_acrylate,IARC_Ethyl_acrylate,IARC_Ethyl_acrylate,Ethyl acrylate,Carcinogen,IARC_Ethyl_acrylate,Ethyl acrylate,Carcinogen,Unknown,Acrylic acid esters,Acrylic acid esters,chemont_class,Acrylic acid esters,chemont_class,Carboxylic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 2B,8821,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,140-88-5
IARC_Ethyl_carbamate_Urethane,IARC_Ethyl_carbamate_Urethane,IARC_Ethyl_carbamate_Urethane,Ethyl carbamate (Urethane),Carcinogen,IARC_Ethyl_carbamate_Urethane,Ethyl carbamate (Urethane),Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 2A,,,
IARC_Ethyl_methanesulfonate,IARC_Ethyl_methanesulfonate,IARC_Ethyl_methanesulfonate,Ethyl methanesulfonate,Carcinogen,IARC_Ethyl_methanesulfonate,Ethyl methanesulfonate,Carcinogen,Unknown,Organosulfonic acid esters,Organosulfonic acid esters,chemont_class,Organosulfonic acid esters,chemont_class,Organic sulfonic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 2B,6113,PLUBXMRUUVWRLT-UHFFFAOYSA-N,62-50-0
IARC_Ethyl_selenac,IARC_Ethyl_selenac,IARC_Ethyl_selenac,Ethyl selenac,Carcinogen,IARC_Ethyl_selenac,Ethyl selenac,Carcinogen,Unknown,Organosulfur compounds,Organosulfur compounds,chemont_class,Organosulfur compounds,chemont_class,,Organosulfur compounds,Organic compounds,Group 3,62579,HEDNUIZJWOTVPK-UHFFFAOYSA-J,5456-28-0
IARC_Ethyl_tellurac,IARC_Ethyl_tellurac,IARC_Ethyl_tellurac,Ethyl tellurac,Carcinogen,IARC_Ethyl_tellurac,Ethyl tellurac,Carcinogen,Unknown,Heavy_Metal,Heavy_Metal,classyfire,Heavy_Metal,classyfire,Organic metal salts,Organic salts,Organic compounds,Group 3,519829,DADTZHAWDPZVFJ-UHFFFAOYSA-N,20941-65-5
IARC_Ethylbenzene,IARC_Ethylbenzene,IARC_Ethylbenzene,Ethylbenzene,Carcinogen,IARC_Ethylbenzene,Ethylbenzene,Carcinogen,Unknown,Solvent,Solvent,rules,Solvent,rules,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,7500,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,100-41-4
IARC_Ethylene,IARC_Ethylene,IARC_Ethylene,Ethylene,Carcinogen,IARC_Ethylene,Ethylene,Carcinogen,Chemical,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,chemont_class,Unsaturated aliphatic hydrocarbons,chemont_class,Unsaturated hydrocarbons,Hydrocarbons,Organic compounds,Group 3,6325,VGGSQFUCUMXWEO-UHFFFAOYSA-N,74-85-1
IARC_Ethylene_dibromide,IARC_Ethylene_dibromide,IARC_Ethylene_dibromide,Ethylene dibromide,Carcinogen,IARC_Ethylene_dibromide,Ethylene dibromide,Carcinogen,Chemical,Organobromides,Organobromides,chemont_class,Organobromides,chemont_class,Organobromides,Organohalogen compounds,Organic compounds,Group 2A,7839,PAAZPARNPHGIKF-UHFFFAOYSA-N,106-93-4
IARC_Ethylene_oxide,IARC_Ethylene_oxide,IARC_Ethylene_oxide,Ethylene oxide,Carcinogen,IARC_Ethylene_oxide,Ethylene oxide,Carcinogen,Chemical,Alkylating,Alkylating,rules,Alkylating,rules,Epoxides,Organoheterocyclic compounds,Organic compounds,Group 1,6354,IAYPIBMASNFSPL-UHFFFAOYSA-N,75-21-8
IARC_Ethylene_sulfide,IARC_Ethylene_sulfide,IARC_Ethylene_sulfide,Ethylene sulfide,Carcinogen,IARC_Ethylene_sulfide,Ethylene sulfide,Carcinogen,Chemical,Thiiranes,Thiiranes,chemont_class,Thiiranes,chemont_class,Thiiranes,Organoheterocyclic compounds,Organic compounds,Group 3,9865,VOVUARRWDCVURC-UHFFFAOYSA-N,420-12-2
IARC_Ethylenethiourea,IARC_Ethylenethiourea,IARC_Ethylenethiourea,Ethylenethiourea,Carcinogen,IARC_Ethylenethiourea,Ethylenethiourea,Carcinogen,Unknown,Imidazolidines,Imidazolidines,chemont_class,Imidazolidines,chemont_class,Azolidines,Organoheterocyclic compounds,Organic compounds,Group 3,2723650,PDQAZBWRQCGBEV-UHFFFAOYSA-N,96-45-7
IARC_Ethyl_tert_butyl_ether,IARC_Ethyl_tert_butyl_ether,IARC_Ethyl_tert_butyl_ether,Ethyl tert-butyl ether,Carcinogen,IARC_Ethyl_tert_butyl_ether,Ethyl tert-butyl ether,Carcinogen,Chemical,Dialkyl ethers,Dialkyl ethers,chemont_class,Dialkyl ethers,chemont_class,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 2B,12512,NUMQCACRALPSHD-UHFFFAOYSA-N,637-92-3
IARC_Etoposide,IARC_Etoposide,IARC_Etoposide,Etoposide,Carcinogen,IARC_Etoposide,Etoposide,Carcinogen,Drug,Solvent,Solvent,classyfire,Solvent,classyfire,Lignan lactones,"Lignans, neolignans and related compounds",Organic compounds,Group 1,36462,VJJPUSNTGOMMGY-MRVIYFEKSA-N,33419-42-0
IARC_Eugenol,IARC_Eugenol,IARC_Eugenol,Eugenol,Carcinogen,IARC_Eugenol,Eugenol,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Phenols,Benzenoids,Organic compounds,Group 3,3314,RRAFCDWBNXTKKO-UHFFFAOYSA-N,97-53-0
IARC_Evans_blue,IARC_Evans_blue,IARC_Evans_blue,Evans blue,Carcinogen,IARC_Evans_blue,Evans blue,Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,9409,ATNOAWAQFYGAOY-UHFFFAOYSA-J,314-13-6
IARC_Fast_Green_FCF,IARC_Fast_Green_FCF,IARC_Fast_Green_FCF,Fast Green FCF,Carcinogen,IARC_Fast_Green_FCF,Fast Green FCF,Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,16887,RZSYLLSAWYUBPE-UHFFFAOYSA-L,2353-45-9
IARC_Fenvalerate,IARC_Fenvalerate,IARC_Fenvalerate,Fenvalerate,Carcinogen,IARC_Fenvalerate,Fenvalerate,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Fatty Acyls,Lipids and lipid-like molecules,Organic compounds,Group 3,3347,NYPJDWWKZLNGGM-UHFFFAOYSA-N,51630-58-1
IARC_Ferbam,IARC_Ferbam,IARC_Ferbam,Ferbam,Carcinogen,IARC_Ferbam,Ferbam,Carcinogen,Unknown,Organic transition metal salts,Organic transition metal salts,chemont_class,Organic transition metal salts,chemont_class,Organic metal salts,Organic salts,Organic compounds,Group 3,26710,WHDGWKAJBYRJJL-UHFFFAOYSA-K,14484-64-1
IARC_Ferric_oxide,IARC_Ferric_oxide,IARC_Ferric_oxide,Ferric oxide,Carcinogen,IARC_Ferric_oxide,Ferric oxide,Carcinogen,Chemical,Transition metal oxides,Transition metal oxides,chemont_class,Transition metal oxides,chemont_class,Transition metal organides,Mixed metal/non-metal compounds,Inorganic compounds,Group 3,518696,JEIPFZHSYJVQDO-UHFFFAOYSA-N,1309-37-1
IARC_Firefighter_occupational_exposure_as_a,IARC_Firefighter_occupational_exposure_as_a,IARC_Firefighter_occupational_exposure_as_a,Firefighter (occupational exposure as a),Carcinogen,IARC_Firefighter_occupational_exposure_as_a,Firefighter (occupational exposure as a),Carcinogen,Occupation,Occupation,Occupation,iarc_entity_type,Occupation,iarc_entity_type,,,,Group 1,,,
IARC_Fission_products_including_strontium_90,IARC_Fission_products_including_strontium_90,IARC_Fission_products_including_strontium_90,"Fission products, including strontium-90",Carcinogen,IARC_Fission_products_including_strontium_90,"Fission products, including strontium-90",Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 1,,,
IARC_Flat_glass_and_specialty_glass_manufacture_of,IARC_Flat_glass_and_specialty_glass_manufacture_of,IARC_Flat_glass_and_specialty_glass_manufacture_of,Flat-glass and specialty glass (manufacture of),Carcinogen,IARC_Flat_glass_and_specialty_glass_manufacture_of,Flat-glass and specialty glass (manufacture of),Carcinogen,Occupation,Occupation,Occupation,iarc_entity_type,Occupation,iarc_entity_type,,,,Group 3,,,
IARC_Fluometuron,IARC_Fluometuron,IARC_Fluometuron,Fluometuron,Carcinogen,IARC_Fluometuron,Fluometuron,Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,16562,RZILCCPWPBTYDO-UHFFFAOYSA-N,2164-17-2
IARC_Fluoranthene,IARC_Fluoranthene,IARC_Fluoranthene,Fluoranthene,Carcinogen,IARC_Fluoranthene,Fluoranthene,Carcinogen,Unknown,Naphthalenes,Naphthalenes,chemont_class,Naphthalenes,chemont_class,Naphthalenes,Benzenoids,Organic compounds,Group 3,9154,GVEPBJHOBDJJJI-UHFFFAOYSA-N,206-44-0
IARC_Fluorene,IARC_Fluorene,IARC_Fluorene,Fluorene,Carcinogen,IARC_Fluorene,Fluorene,Carcinogen,Unknown,Fluorenes,Fluorenes,chemont_class,Fluorenes,chemont_class,Fluorenes,Benzenoids,Organic compounds,Group 3,6853,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,86-73-7
IARC_Fluorescent_lighting,IARC_Fluorescent_lighting,IARC_Fluorescent_lighting,Fluorescent lighting,Carcinogen,IARC_Fluorescent_lighting,Fluorescent lighting,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,
IARC_Fluorides_inorganic_used_in_drinking_water,IARC_Fluorides_inorganic_used_in_drinking_water,IARC_Fluorides_inorganic_used_in_drinking_water,"Fluorides (inorganic, used in drinking-water)",Carcinogen,IARC_Fluorides_inorganic_used_in_drinking_water,"Fluorides (inorganic, used in drinking-water)",Carcinogen,Unknown,Homogeneous halogens,Homogeneous halogens,chemont_class,Homogeneous halogens,chemont_class,Homogeneous halogens,Homogeneous non-metal compounds,Inorganic compounds,Group 3,28179,KRHYYFGTRYWZRS-UHFFFAOYSA-M,16984-48-8
IARC_Fluoro_edenite_fibrous_amphibole,IARC_Fluoro_edenite_fibrous_amphibole,IARC_Fluoro_edenite_fibrous_amphibole,Fluoro-edenite fibrous amphibole,Carcinogen,IARC_Fluoro_edenite_fibrous_amphibole,Fluoro-edenite fibrous amphibole,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 1,,,
IARC_Formaldehyde,IARC_Formaldehyde,IARC_Formaldehyde,Formaldehyde,Carcinogen,IARC_Formaldehyde,Formaldehyde,Carcinogen,Chemical,Aldehyde,Aldehyde,rules,Aldehyde,rules,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 1,712,WSFSSNUMVMOOMR-UHFFFAOYSA-N,50-00-0
IARC_Frying_emissions_from_high_temperature,IARC_Frying_emissions_from_high_temperature,IARC_Frying_emissions_from_high_temperature,"Frying, emissions from high-temperature",Carcinogen,IARC_Frying_emissions_from_high_temperature,"Frying, emissions from high-temperature",Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 2A,,,
IARC_Fuel_oils_distillate_light,IARC_Fuel_oils_distillate_light,IARC_Fuel_oils_distillate_light,"Fuel oils, distillate (light)",Carcinogen,IARC_Fuel_oils_distillate_light,"Fuel oils, distillate (light)",Carcinogen,Mixture,Mixture,Mixture,iarc_entity_type,Mixture,iarc_entity_type,,,,Group 3,,,
IARC_Fuel_oils_residual_heavy,IARC_Fuel_oils_residual_heavy,IARC_Fuel_oils_residual_heavy,"Fuel oils, residual (heavy)",Carcinogen,IARC_Fuel_oils_residual_heavy,"Fuel oils, residual (heavy)",Carcinogen,Mixture,Mixture,Mixture,iarc_entity_type,Mixture,iarc_entity_type,,,,Group 2B,,,
IARC_Furan,IARC_Furan,IARC_Furan,Furan,Carcinogen,IARC_Furan,Furan,Carcinogen,Chemical,Heteroaromatic compounds,Heteroaromatic compounds,chemont_class,Heteroaromatic compounds,chemont_class,Heteroaromatic compounds,Organoheterocyclic compounds,Organic compounds,Group 2B,8029,YLQBMQCUIZJEEH-UHFFFAOYSA-N,110-00-9
IARC_Furazolidone,IARC_Furazolidone,IARC_Furazolidone,Furazolidone,Carcinogen,IARC_Furazolidone,Furazolidone,Carcinogen,Unknown,Nitrofurans,Nitrofurans,chemont_class,Nitrofurans,chemont_class,Furans,Organoheterocyclic compounds,Organic compounds,Group 3,5323714,PLHJDBGFXBMTGZ-WEVVVXLNSA-N,67-45-8
IARC_Furfural,IARC_Furfural,IARC_Furfural,Furfural,Carcinogen,IARC_Furfural,Furfural,Carcinogen,Chemical,Aldehyde,Aldehyde,rules,Aldehyde,rules,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 3,7362,HYBBIBNJHNGZAN-UHFFFAOYSA-N,98-01-1
IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,IARC_Furfuryl_alcohol,Furfuryl alcohol,Carcinogen,IARC_Furfuryl_alcohol,Furfuryl alcohol,Carcinogen,Chemical,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Heteroaromatic compounds,Organoheterocyclic compounds,Organic compounds,Group 2B,7361,XPFVYQJUAUNWIW-UHFFFAOYSA-N,98-00-0
IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,IARC_Furosemide_Frusemide,Furosemide (Frusemide),Carcinogen,IARC_Furosemide_Frusemide,Furosemide (Frusemide),Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,3440,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,54-31-9
IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,"Aviation gasoline (see also Automotive gasoline, and Gasoline engine exhaust)",Carcinogen,IARC_Aviation_gasoline_see_also_Automotive_gasoline_and_Gasoline_engine_exh,"Aviation gasoline (see also Automotive gasoline, and Gasoline engine exhaust)",Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 2B,,,
IARC_Gemfibrozil,IARC_Gemfibrozil,IARC_Gemfibrozil,Gemfibrozil,Carcinogen,IARC_Gemfibrozil,Gemfibrozil,Carcinogen,Unknown,Phenol ethers,Phenol ethers,chemont_class,Phenol ethers,chemont_class,Phenol ethers,Benzenoids,Organic compounds,Group 3,3463,HEMJJKBWTPKOJG-UHFFFAOYSA-N,25812-30-0
IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,IARC_Gentian_violet_see_also_Leucogentian_violet,Gentian violet (see also Leucogentian violet),Carcinogen,IARC_Gentian_violet_see_also_Leucogentian_violet,Gentian violet (see also Leucogentian violet),Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,11057,ZXJXZNDDNMQXFV-UHFFFAOYSA-M,548-62-9
IARC_Glass_filament_continuous,IARC_Glass_filament_continuous,IARC_Glass_filament_continuous,"Glass filament, continuous",Carcinogen,IARC_Glass_filament_continuous,"Glass filament, continuous",Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,
IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,"Glu-P-1 (2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole)",Carcinogen,IARC_Glu_P_1_2_Amino_6_methyldipyrido_1_2_a_3_2_d_imidazole,"Glu-P-1 (2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole)",Carcinogen,Unknown,HCA,HCA,classyfire,HCA,classyfire,Imidazopyridines,Organoheterocyclic compounds,Organic compounds,Group 2B,49971,AYLURHVFAYRSHT-UHFFFAOYSA-N,67730-11-4
IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,"Glu-P-2 (2-Aminodipyrido[1,2-a:3',2'-d]imidazole)",Carcinogen,IARC_Glu_P_2_2_Aminodipyrido_1_2_a_3_2_d_imidazole,"Glu-P-2 (2-Aminodipyrido[1,2-a:3',2'-d]imidazole)",Carcinogen,Unknown,HCA,HCA,classyfire,HCA,classyfire,Imidazopyridines,Organoheterocyclic compounds,Organic compounds,Group 2B,49970,BUXVIXBGMQXWGT-UHFFFAOYSA-N,67730-10-3
IARC_Glycidaldehyde,IARC_Glycidaldehyde,IARC_Glycidaldehyde,Glycidaldehyde,Carcinogen,IARC_Glycidaldehyde,Glycidaldehyde,Carcinogen,Unknown,Aldehyde,Aldehyde,rules,Aldehyde,rules,Epoxides,Organoheterocyclic compounds,Organic compounds,Group 2B,13002,IWYRWIUNAVNFPE-UHFFFAOYSA-N,765-34-4
IARC_Glycidol,IARC_Glycidol,IARC_Glycidol,Glycidol,Carcinogen,IARC_Glycidol,Glycidol,Carcinogen,Unknown,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Epoxides,Organoheterocyclic compounds,Organic compounds,Group 2A,11164,CTKINSOISVBQLD-UHFFFAOYSA-N,556-52-5
IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,IARC_Glycidyl_methacrylate,Glycidyl methacrylate,Carcinogen,IARC_Glycidyl_methacrylate,Glycidyl methacrylate,Carcinogen,Unknown,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Carboxylic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 2A,7837,VOZRXNHHFUQHIL-UHFFFAOYSA-N,106-91-2
IARC_Glycidyl_oleate,IARC_Glycidyl_oleate,IARC_Glycidyl_oleate,Glycidyl oleate,Carcinogen,IARC_Glycidyl_oleate,Glycidyl oleate,Carcinogen,Unknown,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Fatty Acyls,Lipids and lipid-like molecules,Organic compounds,Group 3,5354568,VWYIWOYBERNXLX-KTKRTIGZSA-N,5431-33-4
IARC_Glycidyl_stearate,IARC_Glycidyl_stearate,IARC_Glycidyl_stearate,Glycidyl stearate,Carcinogen,IARC_Glycidyl_stearate,Glycidyl stearate,Carcinogen,Unknown,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Fatty Acyls,Lipids and lipid-like molecules,Organic compounds,Group 3,62642,OUQGOXCIUOCDNN-UHFFFAOYSA-N,7460-84-6
IARC_Glyphosate,IARC_Glyphosate,IARC_Glyphosate,Glyphosate,Carcinogen,IARC_Glyphosate,Glyphosate,Carcinogen,Pesticide,Alpha amino acids and derivatives,Alpha amino acids and derivatives,chemont_class,Alpha amino acids and derivatives,chemont_class,Carboxylic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 2A,3496,XDDAORKBJWWYJS-UHFFFAOYSA-N,1071-83-6
IARC_Goldenseal_root_powder,IARC_Goldenseal_root_powder,IARC_Goldenseal_root_powder,Goldenseal root powder,Carcinogen,IARC_Goldenseal_root_powder,Goldenseal root powder,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 2B,,,
IARC_Griseofulvin,IARC_Griseofulvin,IARC_Griseofulvin,Griseofulvin,Carcinogen,IARC_Griseofulvin,Griseofulvin,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Benzofurans,Organoheterocyclic compounds,Organic compounds,Group 2B,441140,DDUHZTYCFQRHIY-RBHXEPJQSA-N,126-07-8
IARC_Guinea_Green_B,IARC_Guinea_Green_B,IARC_Guinea_Green_B,Guinea Green B,Carcinogen,IARC_Guinea_Green_B,Guinea Green B,Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,20803,XKTMIJODWOEBKO-UHFFFAOYSA-M,4680-78-8
IARC_Gyromitrin,IARC_Gyromitrin,IARC_Gyromitrin,Gyromitrin,Carcinogen,IARC_Gyromitrin,Gyromitrin,Carcinogen,Unknown,N-alkylated hydrazones,N-alkylated hydrazones,chemont_class,N-alkylated hydrazones,chemont_class,Organonitrogen compounds,Organic nitrogen compounds,Organic compounds,Group 3,9548611,IMAGWKUTFZRWSB-HWKANZROSA-N,16568-02-8
